id,rc_key,date,shift,sampleno,part,model,ref,id_ukur,parameter,deviation,category,description,corrective_action,status,inputted_by,inputted_role,pic,inputted_at,updated_at
8d735adb,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0148,-,3.054,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Preventive maintenance dijadwalkan,Resolved,operator_1,Produksi,Hendra,2026-04-07 21:46:04,2026-04-08 00:29:04
cfc397ca,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0152,-,1.995,Operator,Part terbalik saat mounting ke fixture,Program CMM diupdate sesuai revisi drawing terbaru,Resolved,operator_3,Produksi,Andi,2026-04-07 20:51:04,2026-04-07 23:44:04
416d7074,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0174,-,4.531,Tooling,Holder tool longgar saat proses machining,"Tool diganti, measurement diulang dan hasilnya OK",Resolved,operator_2,Produksi,Budi,2026-04-07 21:35:04,2026-04-07 23:12:04
a7048a3b,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0178,-,4.609,Operator,Tidak melakukan verifikasi awal sebelum produksi,Preventive maintenance dijadwalkan,Resolved,operator_1,Produksi,Wahyu,2026-04-07 19:45:04,2026-04-07 22:30:04
f78432b4,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0182,-,4.397,Operator,Setup belum sesuai SOP yang berlaku,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,produksi_a,Produksi,Dani,2026-04-07 19:57:04,2026-04-07 20:30:04
a017218b,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0182,-,0.307,Tooling,Tool wear melebihi batas — perlu penggantian,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Resolved,produksi_a,Produksi,Wahyu,2026-04-07 18:29:04,2026-04-07 20:25:04
61f5d652,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0186,-,4.006,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,,Investigated,operator_3,Produksi,Rini,2026-04-07 21:50:04,2026-04-07 21:57:04
43540615,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0209,-,1.012,Mesin / Machine,Backlash axis melebihi batas toleransi,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,produksi_a,Produksi,Andi,2026-04-07 20:42:04,2026-04-07 22:17:04
7070e03c,07 Apr 2026|2|4R|CRCS L|K60|B011|POSISI X,07 Apr 2026,2,4R,CRCS L,K60,B011,N0209,POSISI X,0.055,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Fixture di-check dan di-realign ke posisi nominal,Investigated,produksi_c,Produksi,Rini,2026-04-07 19:34:04,2026-04-07 22:18:04
de6f4150,07 Apr 2026|2|4R|CRCS L|K60|B011|POSISI Y,07 Apr 2026,2,4R,CRCS L,K60,B011,N0209,POSISI Y,0.097,Material,Surface finish tidak memenuhi syarat pengukuran CMM,Fixture di-check dan di-realign ke posisi nominal,Resolved,operator_2,Produksi,Wahyu,2026-04-07 20:27:04,2026-04-07 21:03:04
c4b39ee3,07 Apr 2026|2|4R|CRCS L|K60|B012|POSISI Y DARI B011,07 Apr 2026,2,4R,CRCS L,K60,B012,N0214,POSISI Y DARI B011,-0.092,Material,Material incoming di luar spec dimensi,Fixture di-check dan di-realign ke posisi nominal,Investigated,operator_1,Produksi,,2026-04-07 19:14:04,2026-04-07 21:10:04
7d60f6be,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0221,-,0.252,Mesin / Machine,Backlash axis melebihi batas toleransi,Preventive maintenance dijadwalkan,Investigated,operator_3,Produksi,Wahyu,2026-04-07 21:22:04,2026-04-07 21:51:04
a9a886c1,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0225,-,0.318,Lainnya,Faktor eksternal — sedang diinvestigasi,"Tool diganti, measurement diulang dan hasilnya OK",Open,operator_1,Produksi,Andi,2026-04-07 20:56:04,2026-04-07 22:26:04
efa34b6d,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0229,-,0.322,Setup / Fixture,Datum reference tidak sesuai drawing,,Resolved,produksi_b,Produksi,Budi,2026-04-07 20:19:04,2026-04-07 22:38:04
1364a59b,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0233,-,0.316,Material,Burr pada permukaan part mempengaruhi pengukuran,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,operator_2,Produksi,,2026-04-07 18:52:04,2026-04-07 19:42:04
3fd3c27c,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0237,-,0.313,Tooling,Tool wear melebihi batas — perlu penggantian,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,produksi_b,Produksi,Dani,2026-04-07 21:33:04,2026-04-07 22:08:04
e2a183b5,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0241,-,0.293,Tooling,Tool wear melebihi batas — perlu penggantian,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,operator_1,Produksi,Sari,2026-04-07 19:43:04,2026-04-07 21:23:04
3d344e86,07 Apr 2026|2|4R|CRCS L|K60|B053|POSISI X,07 Apr 2026,2,4R,CRCS L,K60,B053,N0241,POSISI X,0.324,Operator,Part terbalik saat mounting ke fixture,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,produksi_a,Produksi,Andi,2026-04-07 19:42:04,2026-04-07 22:36:04
e3e68fbf,07 Apr 2026|2|4R|CRCS L|K60|B053|POSISI Y,07 Apr 2026,2,4R,CRCS L,K60,B053,N0241,POSISI Y,-0.203,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,operator_3,Produksi,Andi,2026-04-07 19:43:04,2026-04-07 20:27:04
f4209935,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0245,-,0.309,Material,Material dari batch berbeda dengan properties berbeda,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,operator_1,Produksi,Wahyu,2026-04-07 18:55:04,2026-04-07 21:28:04
88ff6258,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0249,-,0.322,Setup / Fixture,Datum reference tidak sesuai drawing,Operator di-brief ulang terkait SOP setup dan mounting,Resolved,produksi_c,Produksi,Wahyu,2026-04-07 20:29:04,2026-04-07 20:35:04
74c2712b,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0253,-,0.3,Material,Material dari batch berbeda dengan properties berbeda,"Part di-rework, re-measurement setelah proses",Investigated,operator_1,Produksi,Budi,2026-04-07 20:58:04,2026-04-07 23:08:04
f6c445f2,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0258,-,0.669,Setup / Fixture,Fixture bergeser setelah pergantian shift,,Investigated,produksi_a,Produksi,Dani,2026-04-07 19:26:04,2026-04-07 19:26:04
1f2d8999,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0263,-,-1.193,Program CMM,Program belum di-update setelah ECR terakhir,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,operator_3,Produksi,Hendra,2026-04-07 19:25:04,2026-04-07 21:07:04
b6308a88,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0267,-,4.961,Tooling,Coolant tersumbat menyebabkan panas berlebih,Fixture di-check dan di-realign ke posisi nominal,Resolved,operator_3,Produksi,Andi,2026-04-07 19:13:04,2026-04-07 19:50:04
f8f9d4f2,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0271,-,-0.227,Tooling,Holder tool longgar saat proses machining,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,operator_2,Produksi,Hendra,2026-04-07 20:05:04,2026-04-07 21:29:04
99da9e96,07 Apr 2026|2|4R|CRCS L|K60|B062|POSISI Y,07 Apr 2026,2,4R,CRCS L,K60,B062,N0271,POSISI Y,-0.282,Material,Dimensi raw material melebihi toleransi,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Open,produksi_b,Produksi,Andi,2026-04-07 20:03:04,2026-04-07 22:58:04
8345bd40,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0275,-,-0.214,Mesin / Machine,Getaran mesin berlebih saat pengukuran,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,produksi_c,Produksi,,2026-04-07 20:38:04,2026-04-07 21:18:04
b894b9e8,07 Apr 2026|2|4R|CRCS L|K60|B060|POSISI Y,07 Apr 2026,2,4R,CRCS L,K60,B060,N0275,POSISI Y,-0.312,Mesin / Machine,Spindle wear terdeteksi pada sumbu X,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,operator_1,Produksi,Wahyu,2026-04-07 20:44:04,2026-04-07 21:13:04
62d33f2c,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0287,-,10.025,Tooling,Holder tool longgar saat proses machining,Laporan diteruskan ke supervisor untuk tindak lanjut,Open,operator_2,Produksi,Dani,2026-04-07 21:20:04,2026-04-07 23:14:04
3eacf42a,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0291,-,3.55,Lainnya,Kemungkinan kombinasi beberapa faktor,Fixture di-check dan di-realign ke posisi nominal,Investigated,operator_2,Produksi,Budi,2026-04-07 21:04:04,2026-04-07 22:58:04
144e8adc,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0295,-,2.53,Material,Burr pada permukaan part mempengaruhi pengukuran,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,produksi_a,Produksi,Dani,2026-04-07 20:32:04,2026-04-07 21:03:04
792c4d1b,07 Apr 2026|2|4R|CRCS L|K60|B026|POSISI Y,07 Apr 2026,2,4R,CRCS L,K60,B026,N0295,POSISI Y,0.207,Program CMM,Tolerance setting program belum sesuai revisi drawing terbaru,"Part di-rework, re-measurement setelah proses",Resolved,operator_3,Produksi,Andi,2026-04-07 19:58:04,2026-04-07 22:10:04
316506b1,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0299,-,0.994,Program CMM,Probe approach speed terlalu cepat,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,operator_1,Produksi,Hendra,2026-04-07 20:17:04,2026-04-07 20:36:04
dc26896a,07 Apr 2026|2|4R|CRCS L|K60|-|-,07 Apr 2026,2,4R,CRCS L,K60,-,N0315,-,1.986,Tooling,Coolant tersumbat menyebabkan panas berlebih,"Part di-rework, re-measurement setelah proses",Resolved,operator_1,Produksi,Hendra,2026-04-07 19:29:04,2026-04-07 19:53:04
5689de6c,07 Apr 2026|2|4R|CRCS L|K60|B061|POSISI X,07 Apr 2026,2,4R,CRCS L,K60,B061,N0315,POSISI X,-0.229,Lainnya,Faktor eksternal — sedang diinvestigasi,Laporan diteruskan ke supervisor untuk tindak lanjut,Open,produksi_b,Produksi,Wahyu,2026-04-07 19:57:04,2026-04-07 21:51:04
046a776c,07 Apr 2026|2|4R|CRCS L|K60|A152|POSISI Y,07 Apr 2026,2,4R,CRCS L,K60,A152,N0343,POSISI Y,-0.096,Mesin / Machine,Thermal expansion mesin akibat suhu ruangan,Fixture di-check dan di-realign ke posisi nominal,Investigated,operator_1,Produksi,Andi,2026-04-07 20:12:04,2026-04-07 21:07:04
c64a69c4,07 Apr 2026|2|4R|CRCS L|K60|A151|POSISI Y,07 Apr 2026,2,4R,CRCS L,K60,A151,N0344,POSISI Y,-0.059,Mesin / Machine,Getaran mesin berlebih saat pengukuran,Program CMM diupdate sesuai revisi drawing terbaru,Investigated,operator_3,Produksi,Budi,2026-04-07 21:23:04,2026-04-07 23:54:04
6c3874f4,07 Apr 2026|2|4R|CRCS L|K60|A153|POSISI X,07 Apr 2026,2,4R,CRCS L,K60,A153,N0370,POSISI X,-0.187,Operator,Part terbalik saat mounting ke fixture,Preventive maintenance dijadwalkan,Investigated,produksi_b,Produksi,Budi,2026-04-07 18:39:04,2026-04-07 19:08:04
344a9d30,07 Apr 2026|2|4R|CRCS L|K60|B012|POSISI Y DARI B011 Tap,07 Apr 2026,2,4R,CRCS L,K60,B012,N0382,POSISI Y DARI B011 Tap,-0.231,Operator,Salah membaca program CMM yang aktif,Laporan diteruskan ke supervisor untuk tindak lanjut,Open,operator_3,Produksi,Sari,2026-04-07 19:15:04,2026-04-07 22:09:04
42d792ad,07 Apr 2026|2|4R|CRCS L|K60|A001|POSISI Y Tap,07 Apr 2026,2,4R,CRCS L,K60,A001,N0383,POSISI Y Tap,-0.218,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,produksi_b,Produksi,Andi,2026-04-07 20:14:04,2026-04-07 20:44:04
374452e5,07 Apr 2026|2|4R|CRCS L|K60|A151|POSISI X TAP,07 Apr 2026,2,4R,CRCS L,K60,A151,N0388,POSISI X TAP,-0.537,Operator,Tidak melakukan verifikasi awal sebelum produksi,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,produksi_a,Produksi,Budi,2026-04-07 19:35:04,2026-04-07 22:03:04
3da8dd5b,07 Apr 2026|2|4R|CRCS L|K60|A151|POSISI Y TAP,07 Apr 2026,2,4R,CRCS L,K60,A151,N0388,POSISI Y TAP,-0.228,Material,Material incoming di luar spec dimensi,"Tool diganti, measurement diulang dan hasilnya OK",Resolved,produksi_b,Produksi,Rini,2026-04-07 20:28:04,2026-04-07 23:20:04
f626aa1c,07 Apr 2026|2|4R|CRCS L|K60|A152|POSISI X TAP,07 Apr 2026,2,4R,CRCS L,K60,A152,N0389,POSISI X TAP,0.689,Tooling,Tool life habis namun belum diganti,,Investigated,produksi_b,Produksi,Rini,2026-04-07 19:52:04,2026-04-07 22:00:04
d07dbe1c,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0096,-,0.247,Tooling,Insert patah tidak terdeteksi sebelum produksi,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,operator_2,Produksi,Andi,2026-04-07 13:06:24,2026-04-07 15:36:24
d44d861a,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0112,-,-0.263,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,Preventive maintenance dijadwalkan,Investigated,operator_3,Produksi,Sari,2026-04-07 11:28:24,2026-04-07 14:02:24
8a15517a,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0116,-,-0.238,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Resolved,produksi_a,Produksi,Sari,2026-04-07 12:25:24,2026-04-07 13:34:24
222d0872,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0116,-,-0.246,Material,Material incoming di luar spec dimensi,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,operator_1,Produksi,Wahyu,2026-04-07 13:42:24,2026-04-07 14:47:24
e5082019,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0123,-,-0.204,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,,Resolved,operator_3,Produksi,Hendra,2026-04-07 13:33:24,2026-04-07 14:19:24
ff7c94e6,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0123,-,0.145,Operator,Setup belum sesuai SOP yang berlaku,Preventive maintenance dijadwalkan,Resolved,produksi_b,Produksi,Dani,2026-04-07 12:51:24,2026-04-07 14:32:24
262426f0,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0124,-,0.253,Material,Burr pada permukaan part mempengaruhi pengukuran,Preventive maintenance dijadwalkan,Investigated,produksi_c,Produksi,Rini,2026-04-07 13:50:24,2026-04-07 16:12:24
c3be6a13,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0128,-,0.139,Setup / Fixture,Datum reference tidak sesuai drawing,"Tool diganti, measurement diulang dan hasilnya OK",Open,operator_2,Produksi,Hendra,2026-04-07 13:51:24,2026-04-07 14:04:24
b8c956f9,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0128,-,-0.242,Mesin / Machine,Backlash axis melebihi batas toleransi,Fixture di-check dan di-realign ke posisi nominal,Resolved,operator_3,Produksi,Rini,2026-04-07 12:15:24,2026-04-07 14:28:24
3075137b,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0132,-,0.285,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Material dikembalikan ke gudang untuk inspeksi ulang,Resolved,operator_3,Produksi,Dani,2026-04-07 13:03:24,2026-04-07 14:52:24
a32bd6fe,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0132,-,-0.143,Material,Material dari batch berbeda dengan properties berbeda,Program CMM diupdate sesuai revisi drawing terbaru,Resolved,operator_3,Produksi,Dani,2026-04-07 12:31:24,2026-04-07 13:05:24
e3206b18,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0147,-,0.128,Tooling,Tool life habis namun belum diganti,Fixture di-check dan di-realign ke posisi nominal,Open,produksi_a,Produksi,,2026-04-07 11:18:24,2026-04-07 14:17:24
f8e3dd1e,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0147,-,-0.149,Operator,Part terbalik saat mounting ke fixture,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,operator_1,Produksi,Wahyu,2026-04-07 13:19:24,2026-04-07 13:42:24
f27ae989,07 Apr 2026|1|4LR|CRCS R|K60|D074|POSISI X,07 Apr 2026,1,4LR,CRCS R,K60,D074,N0151,POSISI X,0.141,Program CMM,Reference point tidak ter-update setelah perubahan fixture,"Tool diganti, measurement diulang dan hasilnya OK",Open,produksi_b,Produksi,Wahyu,2026-04-07 13:12:24,2026-04-07 15:12:24
67778c74,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0159,-,-0.256,Operator,Part terbalik saat mounting ke fixture,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Open,produksi_b,Produksi,Dani,2026-04-07 12:35:24,2026-04-07 15:23:24
2fa491fa,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0163,-,-0.317,Mesin / Machine,Getaran mesin berlebih saat pengukuran,Operator di-brief ulang terkait SOP setup dan mounting,Resolved,produksi_b,Produksi,Sari,2026-04-07 11:06:24,2026-04-07 13:52:24
9b744af7,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0163,-,0.176,Tooling,Coolant tersumbat menyebabkan panas berlebih,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Resolved,operator_2,Produksi,Hendra,2026-04-07 13:29:24,2026-04-07 16:06:24
72ed3b4e,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0167,-,-0.362,Lainnya,Faktor eksternal — sedang diinvestigasi,Material dikembalikan ke gudang untuk inspeksi ulang,Resolved,operator_3,Produksi,Hendra,2026-04-07 11:35:24,2026-04-07 12:22:24
44b15af1,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0167,-,-0.142,Operator,Setup belum sesuai SOP yang berlaku,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,operator_3,Produksi,Dani,2026-04-07 12:52:24,2026-04-07 13:17:24
c96ecce5,07 Apr 2026|1|4LR|CRCS R|K60|D021|POSISI Y,07 Apr 2026,1,4LR,CRCS R,K60,D021,N0179,POSISI Y,0.073,Material,Dimensi raw material melebihi toleransi,,Investigated,produksi_b,Produksi,Budi,2026-04-07 12:54:24,2026-04-07 14:03:24
1e53919e,07 Apr 2026|1|4LR|CRCS R|K60|D070|POSISI X dari D074,07 Apr 2026,1,4LR,CRCS R,K60,D070,N0225,POSISI X dari D074,-0.176,Setup / Fixture,Part tidak rata saat setup — ada celah di datum,,Resolved,produksi_a,Produksi,Dani,2026-04-07 13:46:24,2026-04-07 15:20:24
ab4b9f0c,07 Apr 2026|1|4LR|CRCS R|K60|D071|POSISI X dari D074,07 Apr 2026,1,4LR,CRCS R,K60,D071,N0226,POSISI X dari D074,-0.121,Operator,Setup belum sesuai SOP yang berlaku,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,operator_1,Produksi,Andi,2026-04-07 13:24:24,2026-04-07 15:35:24
fcb040fd,07 Apr 2026|1|4LR|CRCS R|K60|D071|POSISI Y dari D074,07 Apr 2026,1,4LR,CRCS R,K60,D071,N0226,POSISI Y dari D074,-0.175,Material,Dimensi raw material melebihi toleransi,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,produksi_c,Produksi,Andi,2026-04-07 13:09:24,2026-04-07 15:36:24
1dfe491f,07 Apr 2026|1|4LR|CRCS R|K60|C161|POSISI X Ø 6.5,07 Apr 2026,1,4LR,CRCS R,K60,C161,N0293,POSISI X Ø 6.5,0.109,Material,Burr pada permukaan part mempengaruhi pengukuran,Fixture di-check dan di-realign ke posisi nominal,Investigated,operator_3,Produksi,Andi,2026-04-07 12:51:24,2026-04-07 15:29:24
d741678c,07 Apr 2026|1|4LR|CRCS R|K60|C161|POSISI X Ø 6.1,07 Apr 2026,1,4LR,CRCS R,K60,C161,N0297,POSISI X Ø 6.1,0.217,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,produksi_c,Produksi,Rini,2026-04-07 13:15:24,2026-04-07 13:49:24
8c621980,07 Apr 2026|1|4LR|CRCS R|K60|C090|POSISI X,07 Apr 2026,1,4LR,CRCS R,K60,C090,N0301,POSISI X,-0.313,Mesin / Machine,Kalibrasi probe terlambat dilakukan,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Resolved,operator_1,Produksi,Andi,2026-04-07 12:43:24,2026-04-07 13:28:24
b05a331d,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0305,-,0.636,Tooling,Tool wear melebihi batas — perlu penggantian,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Resolved,produksi_c,Produksi,Wahyu,2026-04-07 13:17:24,2026-04-07 14:08:24
bc782731,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0342,-,-0.054,Material,Burr pada permukaan part mempengaruhi pengukuran,Preventive maintenance dijadwalkan,Investigated,produksi_b,Produksi,Budi,2026-04-07 13:00:24,2026-04-07 15:31:24
804f0162,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0343,-,-0.177,Tooling,Insert patah tidak terdeteksi sebelum produksi,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Resolved,operator_1,Produksi,Wahyu,2026-04-07 12:10:24,2026-04-07 13:47:24
a59721a9,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0344,-,-0.069,Program CMM,Reference point tidak ter-update setelah perubahan fixture,Fixture di-check dan di-realign ke posisi nominal,Investigated,produksi_b,Produksi,Wahyu,2026-04-07 12:01:24,2026-04-07 13:00:24
f076b6c4,07 Apr 2026|1|4LR|CRCS R|K60|C162|POSISI X,07 Apr 2026,1,4LR,CRCS R,K60,C162,N0344,POSISI X,-0.341,Mesin / Machine,Spindle wear terdeteksi pada sumbu X,,Investigated,operator_2,Produksi,Hendra,2026-04-07 10:49:24,2026-04-07 13:29:24
b86ebca1,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0345,-,0.205,Program CMM,Program belum di-update setelah ECR terakhir,,Resolved,produksi_b,Produksi,Dani,2026-04-07 11:32:24,2026-04-07 12:50:24
a61e02f2,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0373,-,0.549,Tooling,Insert patah tidak terdeteksi sebelum produksi,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,operator_1,Produksi,Sari,2026-04-07 10:33:24,2026-04-07 12:09:24
2b30d72f,07 Apr 2026|1|4LR|CRCS R|K60|D087|SUDUT,07 Apr 2026,1,4LR,CRCS R,K60,D087,N0377,SUDUT,2.2,Program CMM,Tolerance setting program belum sesuai revisi drawing terbaru,"Part di-rework, re-measurement setelah proses",Resolved,produksi_c,Produksi,Hendra,2026-04-07 11:21:24,2026-04-07 12:12:24
d558e894,07 Apr 2026|1|4LR|CRCS R|K60|C016|SUDUT,07 Apr 2026,1,4LR,CRCS R,K60,C016,N0391,SUDUT,-1.048,Setup / Fixture,Datum reference tidak sesuai drawing,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,operator_1,Produksi,Wahyu,2026-04-07 10:59:24,2026-04-07 13:13:24
46bc7b97,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0397,-,-0.386,Program CMM,Probe approach speed terlalu cepat,Program CMM diupdate sesuai revisi drawing terbaru,Investigated,produksi_c,Produksi,Sari,2026-04-07 12:24:24,2026-04-07 13:56:24
6453d297,07 Apr 2026|1|4LR|CRCS R|K60|C160|POSISI Z,07 Apr 2026,1,4LR,CRCS R,K60,C160,N0404,POSISI Z,-0.386,Material,Material dari batch berbeda dengan properties berbeda,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,produksi_b,Produksi,Rini,2026-04-07 12:11:24,2026-04-07 14:49:24
0d2c39c1,07 Apr 2026|1|4LR|CRCS R|K60|-|-,07 Apr 2026,1,4LR,CRCS R,K60,-,N0414,-,0.033,Material,Dimensi raw material melebihi toleransi,"Tool diganti, measurement diulang dan hasilnya OK",Open,operator_2,Produksi,Rini,2026-04-07 12:00:24,2026-04-07 12:05:24
8bffc38e,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0096,-,0.293,Setup / Fixture,Fixture bergeser setelah pergantian shift,Material dikembalikan ke gudang untuk inspeksi ulang,Resolved,produksi_c,Produksi,Dani,2026-04-07 12:46:24,2026-04-07 15:25:24
